icd9code,long_description,short_description
905.5,Late effect of fracture of multiple and unspecified bones,Late effect fracture NEC
905.6,Late effect of dislocation,Late effect dislocation
905.7,Late effect of sprain and strain without mention of tendon injury,Late effec sprain/strain
905.8,Late effect of tendon injury,Late effec tendon injury
905.9,Late effect of traumatic amputation,Late eff traumat amputat
906.0,Late effect of open wound of head - neck - and trunk,Lt eff opn wnd head/trnk
906.1,Late effect of open wound of extremities without mention of tendon injury,Late eff open wnd extrem
906.2,Late effect of superficial injury,Late eff superficial inj
906.3,Late effect of contusion,Late effect of contusion
906.4,Late effect of crushing,Late effect of crushing
906.5,Late effect of burn of eye - face - head - and neck,Late eff head/neck burn
906.6,Late effect of burn of wrist and hand,Late eff wrist/hand burn
906.7,Late effect of burn of other extremities,Late eff burn extrem NEC
906.8,Late effect of burns of other specified sites,Late effect of burns NEC
906.9,Late effect of burn of unspecified site,Late effect of burn NOS
907.0,Late effect of intracranial injury without mention of skull fracture,Lt eff intracranial inj
907.1,Late effect of injury to cranial nerve,Late eff cran nerve inj
907.2,Late effect of spinal cord injury,Late eff spinal cord inj
907.3,Late effect of injury to nerve root(s) - spinal plexus(es) - and other nerves of trunk,Lt eff nerv inj trnk NEC
907.4,Late effect of injury to peripheral nerve of shoulder girdle and upper limb,Lt eff nerv inj shld/arm
907.5,Late effect of injury to peripheral nerve of pelvic girdle and lower limb,Lt eff nerv inj pelv/leg
907.9,Late effect of injury to other and unspecified nerve,Late eff nerve inj NEC
908.0,Late effect of internal injury to chest,Late eff int injur chest
908.1,Late effect of internal injury to intra-abdominal organs,Late eff int inj abdomen
908.2,Late effect of internal injury to other internal organs,Late eff int injury NEC
908.3,Late effect of injury to blood vessel of head - neck - and extremities,Late eff inj periph vess
908.4,Late effect of injury to blood vessel of thorax - abdomen - and pelvis,Lt eff inj thor/abd vess
908.5,Late effect of foreign body in orifice,Late eff FB in orifice
908.6,Late effect of certain complications of trauma,Late eff complic trauma
908.9,Late effect of unspecified injury,Late effect injury NOS
909.0,Late effect of poisoning due to drug - medicinal or biological substance,Late eff drug poisoning
909.1,Late effect of toxic effects of nonmedical substances,Late eff nonmed substanc
909.2,Late effect of radiation,Late effect of radiation
909.3,Late effect of complications of surgical and medical care,Late eff surg/med compl
909.4,Late effect of certain other external causes,Late eff cert ext cause
909.5,Late effect of adverse effect of drug - medicinal or biological substance,Lte efct advrs efct drug
909.9,Late effect of other and unspecified external causes,Late eff exter cause NEC
910.0,Abrasion or friction burn of face - neck - and scalp except eye - without mention of infection,Abrasion head
910.1,Abrasion or friction burn of face - neck - and scalp except eye - infected,Abrasion head-infected
910.2,Blister of face - neck - and scalp except eye - without mention of infection,Blister head
910.3,Blister of face - neck - and scalp except eye - infected,Blister head-infected
910.4,Insect bite - nonvenomous of face - neck - and scalp except eye - without mention of infection,Insect bite head
910.5,Insect bite - nonvenomous of face - neck - and scalp except eye - infected,Insect bite head-infect
910.6,Superficial foreign body (splinter) of face - neck - and scalp except eye - without major open wound and without mention of infection,Foreign body head
910.7,Superficial foreign body (splinter) of face - neck - and scalp except eye - without major open wound - infected,Foreign body head-infect
910.8,Other and unspecified superficial injury of face - neck - and scalp - without mention of infection,Superfic inj head NEC
910.9,Other and unspecified superficial injury of face - neck - and scalp - infected,Superf inj head NEC-inf
911.0,Abrasion or friction burn of trunk - without mention of infection,Abrasion trunk
911.1,Abrasion or friction burn of trunk - infected,Abrasion trunk-infected
911.2,Blister of trunk - without mention of infection,Blister trunk
911.3,Blister of trunk - infected,Blister trunk-infected
911.4,Insect bite - nonvenomous of trunk - without mention of infection,Insect bite trunk
911.5,Insect bite - nonvenomous of trunk - infected,Insect bite trunk-infec
911.6,Superficial foreign body (splinter) of trunk - without major open wound and without mention of infection,Foreign body trunk
911.7,Superficial foreign body (splinter) of trunk - without major open wound - infected,Foreign body trunk-infec
911.8,Other and unspecified superficial injury of trunk - without mention of infection,Superfic inj trunk NEC
911.9,Other and unspecified superficial injury of trunk - infected,Superf inj trnk NEC-inf
912.0,Abrasion or friction burn of shoulder and upper arm - without mention of infection,Abrasion shoulder/arm
912.1,Abrasion or friction burn of shoulder and upper arm - infected,Abrasion shldr/arm-infec
912.2,Blister of shoulder and upper arm - without mention of infection,Blister shoulder & arm
912.3,Blister of shoulder and upper arm - infected,Blister shoulder/arm-inf
912.4,Insect bite - nonvenomous of shoulder and upper arm - without mention of infection,Insect bite shoulder/arm
912.5,Insect bite - nonvenomous of shoulder and upper arm - infected,Insect bite shld/arm-inf
912.6,Superficial foreign body (splinter) of shoulder and upper arm - without major open wound and without mention of infection,Foreign body shouldr/arm
912.7,Superficial foreign body (splinter) of shoulder and upper arm - without major open wound - infected,FB shoulder/arm-infect
912.8,Other and unspecified superficial injury of shoulder and upper arm - without mention of infection,Superf inj shldr/arm NEC
912.9,Other and unspecified superficial injury of shoulder and upper arm - infected,Superf inj shldr NEC-inf
913.0,Abrasion or friction burn of elbow - forearm - and wrist - without mention of infection,Abrasion forearm
913.1,Abrasion or friction burn of elbow - forearm - and wrist - infected,Abrasion forearm-infect
913.2,Blister of elbow - forearm - and wrist - without mention of infection,Blister forearm
913.3,Blister of elbow - forearm - and wrist - infected,Blister forearm-infected
913.4,Insect bite - nonvenomous of elbow - forearm - and wrist - without mention of infection,Insect bite forearm
913.5,Insect bite - nonvenomous - of elbow - forearm - and wrist - infected,Insect bite forearm-inf
913.6,Superficial foreign body (splinter) of elbow - forearm - and wrist - without major open wound and without mention of infection,Foreign body forearm
913.7,Superficial foreign body (splinter) of elbow - forearm - and wrist - without major open wound - infected,Foreign body forearm-inf
913.8,Other and unspecified superficial injury of elbow - forearm - and wrist - without mention of infection,Superf inj forearm NEC
913.9,Other and unspecified superficial injury of elbow - forearm - and wrist - infected,Suprf inj forarm NEC-inf
914.0,Abrasion or friction burn of hand(s) except finger(s) alone - without mention of infection,Abrasion hand
914.1,Abrasion or friction burn of hand(s) except finger(s) alone - infected,Abrasion hand-infected
914.2,Blister of hand(s) except finger(s) alone - without mention of infection,Blister hand
914.3,Blister of hand(s) except finger(s) alone - infected,Blister hand-infected
914.4,Insect bite - nonvenomous - of hand(s) except finger(s) alone - without mention of infection,Insect bite hand
914.5,Insect bite - nonvenomous - of hand(s) except finger(s) alone - infected,Insect bite hand-infect
914.6,Superficial foreign body (splinter) of hand(s) except finger(s) alone - without major open wound and without mention of infection,Foreign body hand
914.7,Superficial foreign body (splinter) of hand(s) except finger(s) alone - without major open wound - infected,Foreign body hand-infect
914.8,Other and unspecified superficial injury of hand(s) except finger(s) alone - without mention of infection,Superficial inj hand NEC
914.9,Other and unspecified superficial injury of hand(s) except finger(s) alone - infected,Superf inj hand NEC-inf
915.0,Abrasion or friction burn of finger(s) - without mention of infection,Abrasion finger
915.1,Abrasion or friction burn of finger(s) - infected,Abrasion finger-infected
915.2,Blister of finger(s) - without mention of infection,Blister finger
915.3,Blister of finger(s) - infected,Blister finger-infected
915.4,Insect bite - nonvenomous - of finger(s) - without mention of infection,Insect bite finger
915.5,Insect bite - nonvenomous of finger(s) - infected,Insect bite finger-infec
915.6,Superficial foreign body (splinter) of finger(s) - without major open wound and without mention of infection,Foreign body finger
915.7,Superficial foreign body (splinter) of finger(s) - without major open wound - infected,Foreign body finger-inf
915.8,Other and unspecified superficial injury of fingers without mention of infection,Superfic inj finger-NEC
915.9,Other and unspecified superficial injury of fingers - infected,Suprf inj finger NEC-inf
916.0,Abrasion or friction burn of hip - thigh - leg - and ankle - without mention of infection,Abrasion hip & leg
916.1,Abrasion or friction burn of hip - thigh - leg - and ankle - infected,Abrasion hip/leg-infect
916.2,Blister of hip - thigh - leg - and ankle - without mention of infection,Blister hip & leg
916.3,Blister of hip - thigh - leg - and ankle - infected,Blister hip & leg-infect
916.4,Insect bite - nonvenomous - of hip - thigh - leg - and ankle - without mention of infection,Insect bite hip & leg
916.5,Insect bite - nonvenomous of hip - thigh - leg - and ankle - infected,Insect bite hip/leg-inf
916.6,Superficial foreign body (splinter) of hip - thigh - leg - and ankle - without major open wound and without mention of infection,Foreign body hip/leg
916.7,Superficial foreign body (splinter) of hip - thigh - leg - and ankle - without major open wound - infected,Foreign bdy hip/leg-inf
916.8,Other and unspecified superficial injury of hip - thigh - leg - and ankle - without mention of infection,Superfic inj hip/leg NEC
