Diag Code   Short Description               Long Description
E8340       W/craft fall NEC-unpow          Other fall from one level to another in water transport injuring occupant of small boat, unpowered
E8341       W/craft fall NEC-power          Other fall from one level to another in water transport injuring occupant of small boat, powered
E8342       Watercraft fall NEC-crew        Other fall from one level to another in water transport injuring occupant of other watercraft -- crew
E8343       Wtrcraft fall NEC-pasngr        Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew
E8344       W/craft fall NEC-skier          Other fall from one level to another in water transport injuring water skier
E8345       W/craft fall NEC-swim           Other fall from one level to another in water transport injuring swimmer
E8346       Wtrcraft fall NEC-docker        Other fall from one level to another in water transport injuring dockers, stevedores
E8347       W/crft fall NEC-military        Other fall from one level to another in water transport, occupant of military watercraft, any type
E8348       W/crft fall NEC-pers NEC        Other fall from one level to another in water transport injuring other specified person
E8349       W/crft fall NEC-pers NOS        Other fall from one level to another in water transport injuring unspecified person
E8350       W/craft fall NOS-unpow          Other and unspecified fall in water transport injuring occupant of small boat, unpowered
E8351       W/craft fall NOS-power          Other and unspecified fall in water transport injuring occupant of small boat, powered
E8352       Wtrcraft fall NOS-crew          Other and unspecified fall in water transport injuring occupant of other watercraft -- crew
E8353       Wtrcraft fall NOS-pasngr        Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew
E8354       W/craft fall NOS-skier          Other and unspecified fall in water transport injuring water skier
E8355       W/craft fall NOS-swim           Other and unspecified fall in water transport injuring swimmer
E8356       Wtrcraft fall NOS-docker        Other and unspecified fall in water transport injuring dockers, stevedores
E8357       W/crft fall NEC/NOS-mil         Other and unspecified fall in water transport, occupant of military watercraft, any type
E8358       W/crft fall NOS-pers NEC        Other and unspecified fall in water transport injuring other specified person
E8359       W/crft fall NOS-pers NOS        Other and unspecified fall in water transport injuring unspecified person
E8360       Machine acc-unpow boat          Machinery accident in water transport injuring occupant of small boat, unpowered
E8361       Mach acc-occ power boat         Machinery accident in water transport injuring occupant of small boat, powered
E8362       Machinery accident-crew         Machinery accident in water transport injuring occupant of other watercraft -- crew
E8363       Machinery acc-pasngr            Machinery accident in water transport injuring occupant of other watercraft -- other than crew
E8364       Machine accident-skier          Machinery accident in water transport injuring water skier
E8365       Machine accident-swim           Machinery accident in water transport injuring swimmer
E8366       Machinery acc-docker            Machinery accident in water transport injuring dockers, stevedores
E8367       W/crft machine-military         Machinery accident in water transport, occupant of military watercraft, any type
E8368       Machinery acc-pers NEC          Machinery accident in water transport injuring other specified person
E8369       Machinery acc-pers NOS          Machinery accident in water transport injuring unspecified person
E8370       Explosion-occ unpow boat        Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered
E8371       Explosion-occ power boat        Explosion, fire, or burning in watercraft injuring occupant of small boat, powered
E8372       Watercraft explos-crew          Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- crew
E8373       Watercraft explos-pasngr        Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew
E8374       Watercraft explos-skier         Explosion, fire, or burning in watercraft injuring water skier
E8375       Watercraft explos-swim          Explosion, fire, or burning in watercraft injuring swimmer
E8376       Watercraft explos-docker        Explosion, fire, or burning in watercraft injuring dockers, stevedores
E8377       W/crft explosn-military         Explosion, fire, or burning in watercraft, occupant of military watercraft, any type
E8378       Watercraft expl-pers NEC        Explosion, fire, or burning in watercraft injuring other specified person
E8379       Watercraft expl-pers NOS        Explosion, fire, or burning in watercraft injuring unspecified person
E8380       Watercraft acc NEC-unpow        Other and unspecified water transport accident injuring occupant of small boat, unpowered
